# Filename: 100736_fsw_trace.dat
# Timestamp: Thu Aug 04 10:07:36 2016

# Column 1:
#	name: Frequency (GHz)
#	size: 0
#	type: coordinate
# Column 2:
#	name: Amplitude (dBm)
#	type: value
# Column 3:
#	name: Amplitude (mW)
#	type: value

4.096297951620e+00	-1.088704986000e+02	1.297030354411e-11
4.096298001620e+00	-1.088314590000e+02	1.308742180913e-11
4.096298051620e+00	-1.089876327000e+02	1.262515532878e-11
4.096298101620e+00	-1.088786773000e+02	1.294590065558e-11
4.096298151620e+00	-1.087336196000e+02	1.338560607490e-11
4.096298201620e+00	-1.086874008000e+02	1.352882004483e-11
4.096298251620e+00	-1.086816253000e+02	1.354682342299e-11
4.096298301620e+00	-1.087115249000e+02	1.345387876906e-11
4.096298351620e+00	-1.088010940000e+02	1.317924707802e-11
4.096298401620e+00	-1.086799621000e+02	1.355201238866e-11
4.096298451620e+00	-1.084990768000e+02	1.412837846222e-11
4.096298501620e+00	-1.085217819000e+02	1.405470744486e-11
4.096298551620e+00	-1.088370819000e+02	1.307048821938e-11
4.096298601620e+00	-1.090564804000e+02	1.242658972640e-11
4.096298651620e+00	-1.089688339000e+02	1.267992281721e-11
4.096298701620e+00	-1.090604782000e+02	1.241515597256e-11
4.096298751620e+00	-1.091551055000e+02	1.214757110902e-11
4.096298801620e+00	-1.089648437000e+02	1.269157819858e-11
4.096298851620e+00	-1.086953735000e+02	1.350400686304e-11
4.096298901620e+00	-1.087894821000e+02	1.321453209252e-11
4.096298951620e+00	-1.088041305000e+02	1.317003563314e-11
4.096299001620e+00	-1.087274704000e+02	1.340457225383e-11
4.096299051620e+00	-1.088212051000e+02	1.311835834361e-11
4.096299101620e+00	-1.087620239000e+02	1.329834543796e-11
4.096299151620e+00	-1.087393798000e+02	1.336786404473e-11
4.096299201620e+00	-1.086059112000e+02	1.378506695994e-11
4.096299251620e+00	-1.084465942000e+02	1.430014957268e-11
4.096299301620e+00	-1.086636581000e+02	1.360298408655e-11
4.096299351620e+00	-1.087739334000e+02	1.326192782395e-11
4.096299401620e+00	-1.087376174000e+02	1.337328992637e-11
4.096299451620e+00	-1.089569778000e+02	1.271458589265e-11
4.096299501620e+00	-1.090363311000e+02	1.248437743395e-11
4.096299551620e+00	-1.088411254000e+02	1.305832460098e-11
4.096299601620e+00	-1.087490615000e+02	1.333809634098e-11
4.096299651620e+00	-1.088491592000e+02	1.303419097730e-11
4.096299701620e+00	-1.089593353000e+02	1.270768585055e-11
4.096299751620e+00	-1.088859100000e+02	1.292435861570e-11
4.096299801620e+00	-1.089254379000e+02	1.280725952170e-11
4.096299851620e+00	-1.089564590000e+02	1.271610484383e-11
4.096299901620e+00	-1.087840194000e+02	1.323116422719e-11
4.096299951620e+00	-1.086149520000e+02	1.375640014327e-11
4.096300001620e+00	-1.084902725000e+02	1.415704948135e-11
4.096300051620e+00	-1.084888534000e+02	1.416167619259e-11
4.096300101620e+00	-1.086785049000e+02	1.355656029491e-11
4.096300151620e+00	-1.089706726000e+02	1.267455557440e-11
4.096300201620e+00	-1.089098587000e+02	1.285328478103e-11
4.096300251620e+00	-1.085862045000e+02	1.384776070038e-11
4.096300301620e+00	-1.084968643000e+02	1.413557795529e-11
4.096300351620e+00	-1.088010940000e+02	1.317924707802e-11
4.096300401620e+00	-1.090377502000e+02	1.248029870706e-11
4.096300451620e+00	-1.088799362000e+02	1.294214853964e-11
4.096300501620e+00	-1.086798782000e+02	1.355227419830e-11
4.096300551620e+00	-1.086162414000e+02	1.375231653865e-11
4.096300601620e+00	-1.086831588000e+02	1.354204086476e-11
4.096300651620e+00	-1.087817382000e+02	1.323811592967e-11
4.096300701620e+00	-1.088988952000e+02	1.288577310670e-11
4.096300751620e+00	-1.089601669000e+02	1.270525277799e-11
4.096300801620e+00	-1.090183029000e+02	1.253630962760e-11
4.096300851620e+00	-1.090698013000e+02	1.238853265702e-11
4.096300901620e+00	-1.090107650000e+02	1.255808736316e-11
4.096300951620e+00	-1.088900528000e+02	1.291203575518e-11
4.096301001620e+00	-1.089458618000e+02	1.274717124079e-11
4.096301051620e+00	-1.090946960000e+02	1.231772205032e-11
4.096301101620e+00	-1.091204910000e+02	1.224477755746e-11
4.096301151620e+00	-1.091022338000e+02	1.229636142987e-11
4.096301201620e+00	-1.089562149000e+02	1.271681958660e-11
4.096301251620e+00	-1.086842575000e+02	1.353861536454e-11
4.096301301620e+00	-1.087587127000e+02	1.330848838792e-11
4.096301351620e+00	-1.089606857000e+02	1.270373512310e-11
4.096301401620e+00	-1.090225372000e+02	1.252409288777e-11
4.096301451620e+00	-1.088627319000e+02	1.299351972355e-11
4.096301501620e+00	-1.087442627000e+02	1.335284260994e-11
4.096301551620e+00	-1.088188400000e+02	1.312550434255e-11
4.096301601620e+00	-1.087710876000e+02	1.327062081078e-11
4.096301651620e+00	-1.088140640000e+02	1.313994659155e-11
4.096301701620e+00	-1.089131240000e+02	1.284362450242e-11
4.096301751620e+00	-1.089494705000e+02	1.273658358373e-11
4.096301801620e+00	-1.086944046000e+02	1.350701990889e-11
4.096301851620e+00	-1.085681915000e+02	1.390531559313e-11
4.096301901620e+00	-1.088032531000e+02	1.317269662863e-11
4.096301951620e+00	-1.090030746000e+02	1.258034467418e-11
4.096302001620e+00	-1.090028762000e+02	1.258091939882e-11
4.096302051620e+00	-1.089026413000e+02	1.287466299965e-11
4.096302101620e+00	-1.088933944000e+02	1.290210464496e-11
4.096302151620e+00	-1.090192565000e+02	1.253355727569e-11
