# Filename: 134757_vna_Pump power (dBm).dat
# Timestamp: Tue Oct 20 13:47:57 2015

# Column 1:
#	name: Pump power (dBm)
#	size: 0
#	type: coordinate
# Column 2:
#	name: Frequency (GHz)
#	size: 0
#	type: coordinate
# Column 3:
#	name: Amplitude, 10log(|S|^2) (dB)
#	type: value
# Column 4:
#	name: Amplitude squared, |S|^2
#	type: value
# Column 5:
#	name: Phase
#	type: value
# Column 6:
#	name: Phase_unwrap
#	type: value

-1.000000000000e+01	4.263319350000e+00	-1.461040371147e+01	3.459072214876e-02	-2.616110581337e+00	-2.616110581337e+00
-1.000000000000e+01	4.263319749202e+00	-1.460915394968e+01	3.460067769401e-02	-2.616489961350e+00	-2.616489961350e+00
-1.000000000000e+01	4.263320148403e+00	-1.461135433342e+01	3.458315145597e-02	-2.617370359097e+00	-2.617370359097e+00
-1.000000000000e+01	4.263320547605e+00	-1.461084859311e+01	3.458717893338e-02	-2.617572821591e+00	-2.617572821591e+00
-1.000000000000e+01	4.263320946806e+00	-1.461230336788e+01	3.457559505858e-02	-2.618006888664e+00	-2.618006888664e+00
-1.000000000000e+01	4.263321346008e+00	-1.461141615190e+01	3.458265919491e-02	-2.618063320528e+00	-2.618063320528e+00
-1.000000000000e+01	4.263321745210e+00	-1.461359521711e+01	3.456531175659e-02	-2.618924386160e+00	-2.618924386160e+00
-1.000000000000e+01	4.263322144411e+00	-1.461651588027e+01	3.454207413823e-02	-2.619383081312e+00	-2.619383081312e+00
-1.000000000000e+01	4.263322543613e+00	-1.461638274556e+01	3.454313305555e-02	-2.620172888842e+00	-2.620172888842e+00
-1.000000000000e+01	4.263322942814e+00	-1.461887555415e+01	3.452331131843e-02	-2.620236155841e+00	-2.620236155841e+00
-1.000000000000e+01	4.263323342016e+00	-1.462239012161e+01	3.449538431738e-02	-2.621170439405e+00	-2.621170439405e+00
-1.000000000000e+01	4.263323741218e+00	-1.462313878657e+01	3.448943829210e-02	-2.621222615771e+00	-2.621222615771e+00
-1.000000000000e+01	4.263324140419e+00	-1.462355123304e+01	3.448616300955e-02	-2.621728345508e+00	-2.621728345508e+00
-1.000000000000e+01	4.263324539621e+00	-1.462037723668e+01	3.451137607780e-02	-2.621990746561e+00	-2.621990746561e+00
-1.000000000000e+01	4.263324938822e+00	-1.462479562723e+01	3.447628302373e-02	-2.623175413789e+00	-2.623175413789e+00
-1.000000000000e+01	4.263325338024e+00	-1.462891023738e+01	3.444363483401e-02	-2.623065068844e+00	-2.623065068844e+00
-1.000000000000e+01	4.263325737226e+00	-1.462867740122e+01	3.444548149313e-02	-2.623607197330e+00	-2.623607197330e+00
-1.000000000000e+01	4.263326136427e+00	-1.462838260612e+01	3.444781970008e-02	-2.624071700600e+00	-2.624071700600e+00
